"book_id","book_title","book_original_title","book_author","book_score","book_score_count","book_genre_info","book_similar","book_id_exists","","","","","","","",""
"1269","Совпадение","","Сергей Лукьяненко","6.68","501","wg1;wg3;wg164;wg89;wg90;wg103;wg112;wg153;wg106","17805","True","","","","","","","",""
"1270","Очень важный груз","","Сергей Лукьяненко","7.48","577","wg1;wg3;wg164;wg52;wg89;wg127;wg69;wg77;wg103;wg111;wg112;wg150;wg106","18885;1234","True","","","","","","","",""
"1271","___","___","___","___","___","___","___","False","","","","","","","",""
"1272","История болезни, или Игры, которые играют в людей","Другие названия: Игры, которые играют в людей (История болезни)","Сергей Лукьяненко","7.86","335","","","True","","","","","","","",""
"1273","Кобланды-батыр и Барса-Кельмес","","Сергей Лукьяненко","6.76","175","","","True","","","","","","","",""
"1274","Спектр","","Сергей Лукьяненко","8.49","5890","wg1;wg3;wg4;wg52;wg47;wg89;wg127;wg69;wg70;wg102;wg111;wg142;wg150;wg106","12579;1936;7164;464362;6909;1902;558;1;1252;6901;15411;13562;22468;564;399158;384361;295235;150318","True","","","","","","","",""
"1275","Стеклянное море","","Сергей Лукьяненко","7.78","2176","wg1;wg4;wg52;wg89;wg127;wg90;wg69;wg103;wg101;wg111;wg150;wg106","406301;25601;5415","True","","","","","","","",""
"1276","Сумеречный Дозор","","Сергей Лукьяненко","7.94","7736","wg19;wg22;wg52;wg68;wg69;wg70;wg71;wg101;wg265;wg110;wg111;wg106","1255;12167;1260","True","","","","","","","",""
"1277","Сегодня, мама!","Другие названия: Азирис Нуна, или Сегодня, мама!","Сергей Лукьяненко","7.24","1102","wg1;wg13;wg52;wg48;wg69;wg70;wg144;wg205;wg100;wg150;wg130","231096","True","","","","","","","",""
"1278","Царь, царевич, король, королевич","","Сергей Лукьяненко","6.84","850","wg1;wg3;wg34;wg52;wg48;wg69;wg70;wg129;wg103;wg111;wg150;wg106","537557","True","","","","","","","",""
"1279","Дозоры","Цикл","Сергей Лукьяненко","8.24","5698","wg19;wg22;wg52;wg68;wg69;wg70;wg71;wg101;wg265;wg110;wg111;wg106","4348;40679;3978;247048;4512;223592;21975;173520;9852;2686;158855;282295;1053525;1023531;2514;38904;21834;59012;43318;3000;11289;703243;38232;394925;158857;225442;297677","True","","","","","","","",""
"1280","Имперские ведьмы","","Святослав Логинов","7.33","428","wg1;wg3;wg4;wg2;wg52;wg14;wg164;wg89;wg90;wg127;wg91;wg103;wg112;wg133;wg136;wg171;wg106","1046","True","","","","","","","",""
"1281","Многорукий бог далайна","","Святослав Логинов","8.44","2426","wg19;wg21;wg23;wg47;wg52;wg14;wg164;wg88;wg105;wg112;wg150;wg106","1053;47945;4759;28818;6439;493606;720831;49092;10988;312304;231860","True","","","","","","","",""
"1282","Свет в окошке","","Святослав Логинов","8.50","1949","wg1;wg3;wg47;wg164;wg14;wg213;wg69;wg70;wg101;wg175;wg150;wg106","843689;128327;8546;931258;81077;889533;296341;611173;1039472;1051;445;11021;204568;220276;887627;1102;296342;12574;22780;2278;217714;225568;788456","True","","","","","","","",""
"1283","По грибы","Другие названия: Грибники","Святослав Логинов","7.10","29","","","True","","","","","","","",""
"1284","Штандер","","Святослав Логинов","7.05","53","wg1;wg3;wg47;wg69;wg70;wg103;wg112;wg150;wg106","","True","","","","","","","",""
"1285","Ветер с моря","","Святослав Логинов","6.95","72","wg1;wg3;wg2;wg164;wg89;wg127;wg103;wg136;wg150;wg106","","True","","","","","","","",""
"1286","Нестандартный индивид","","Святослав Логинов","7.29","81","wg1;wg3;wg51;wg69;wg70;wg100;wg115;wg150;wg106","","True","","","","","","","",""
"1287","Нобелевская премия","","Святослав Логинов","7.88","57","wg160;wg14;wg118;wg69;wg71;wg191;wg100;wg212;wg150;wg106","","True","","","","","","","",""
"1288","Тёмный глаз","","Святослав Логинов","7.31","102","wg160;wg164;wg69;wg70;wg100;wg150;wg106","","True","","","","","","","",""
"1289","Цирюльник","","Святослав Логинов","8.10","314","wg1;wg3;wg13;wg164;wg14;wg47;wg69;wg71;wg192;wg97;wg255;wg109;wg150;wg106","25528","True","","","","","","","",""
"1290","Храбрый сон","","Святослав Логинов","8.94","16","","","True","","","","","","","",""
"1291","Случайность","","Святослав Логинов","7.84","45","wg37;wg65;wg14;wg69;wg71;wg191;wg99;wg212;wg153;wg106","","True","","","","","","","",""
"1292","Самомнение","","Святослав Логинов","7.05","140","wg32;wg51;wg69;wg77;wg101;wg150;wg106","15835","True","","","","","","","",""
"1293","Адепт Сергеев","","Святослав Логинов","6.93","140","wg1;wg3;wg51;wg69;wg70;wg100;wg140;wg212;wg150;wg106","","True","","","","","","","",""
"1294","Исцелися сам","","Святослав Логинов","8.04","60","wg37;wg14;wg69;wg71;wg192;wg99;wg150;wg106","","True","","","","","","","",""
"1295","Бунтовщик","","Святослав Логинов","7.95","19","","","True","","","","","","","",""
"1296","Смирный Жак","","Святослав Логинов","7.97","279","wg19;wg21;wg52;wg69;wg71;wg192;wg96;wg150;wg106","","True","","","","","","","",""
"1297","Способность удивляться","Другие названия: Ищите удивлённых","Святослав Логинов","7.08","56","wg1;wg3;wg164;wg47;wg69;wg70;wg100;wg136;wg212;wg150;wg106","","True","","","","","","","",""
"1298","___","___","___","___","___","___","___","False","","","","","","","",""
"1299","___","___","___","___","___","___","___","False","","","","","","","",""
"1300","Двуликий демон Мара. Смерть в любви","Lovedeath","Дэн Симмонс","7.76","61","","","True","","","","","","","",""
"1301","Охотник","","Святослав Логинов","7.73","11","","","True","","","","","","","",""
"1302","Биоавтомат","","Святослав Логинов","7.64","14","","","True","","","","","","","",""
"1303","Состязание","","Святослав Логинов","7.67","12","","","True","","","","","","","",""
"1304","___","___","___","___","___","___","___","False","","","","","","","",""
"1305","Сергей Петрович из 6-а","","Святослав Логинов","7.69","13","","","True","","","","","","","",""
"1306","___","___","___","___","___","___","___","False","","","","","","","",""
"1307","___","___","___","___","___","___","___","False","","","","","","","",""
"1308","Симпатичный контакт","","Святослав Логинов","8.12","17","","","True","","","","","","","",""
"1309","На пороге дома","","Святослав Логинов","7.53","15","","","True","","","","","","","",""
"1310","Зелёный куст","","Святослав Логинов","8.86","14","","","True","","","","","","","",""
"1311","Микрокосм","","Святослав Логинов","7.37","151","wg1;wg3;wg47;wg69;wg71;wg192;wg96;wg212;wg150;wg106","","True","","","","","","","",""
"1312","Капкан на гения","","Святослав Логинов","6.24","184","wg1;wg2;wg51;wg69;wg77;wg212;wg150;wg106","","True","","","","","","","",""
"1313","___","___","___","___","___","___","___","False","","","","","","","",""
"1314","___","___","___","___","___","___","___","False","","","","","","","",""
"1315","___","___","___","___","___","___","___","False","","","","","","","",""
"1316","Солёные огурчики","","Святослав Логинов","7.60","86","wg32;wg164;wg69;wg70;wg100;wg150;wg106","","True","","","","","","","",""
"1317","Страж Перевала","","Святослав Логинов","7.75","295","wg19;wg21;wg164;wg47;wg88;wg105;wg150;wg106","","True","","","","","","","",""
"1318","Заяц, которого не поймали","","Святослав Логинов","9.20","15","","","True","","","","","","","",""
"1319","Беспризорник","","Святослав Логинов","7.03","140","wg1;wg3;wg48;wg89;wg90;wg69;wg103;wg136;wg150;wg106","","True","","","","","","","",""
"1320","Если ты один","","Святослав Логинов","7.80","15","","","True","","","","","","","",""
"1321","Быль о сказочном звере","","Святослав Логинов","7.71","221","wg19;wg21;wg32;wg14;wg40;wg177;wg42;wg47;wg69;wg71;wg192;wg96;wg150;wg106","","True","","","","","","","",""
"1322","Ящера","","Святослав Логинов","7.44","206","wg1;wg3;wg164;wg52;wg69;wg70;wg100;wg265;wg220;wg150;wg106","188105","True","","","","","","","",""
"1323","Я не трогаю тебя","","Святослав Логинов","7.04","121","wg1;wg2;wg14;wg69;wg89;wg127;wg103;wg135;wg170;wg106","84363;962","True","","","","","","","",""
"1324","___","___","___","___","___","___","___","False","","","","","","","",""
"1325","___","___","___","___","___","___","___","False","","","","","","","",""
"1326","Железный век","","Святослав Логинов","7.51","227","wg1;wg3;wg14;wg47;wg69;wg96;wg212;wg150;wg106","6176","True","","","","","","","",""
"1327","Взгляд долу","","Святослав Логинов","6.73","147","wg1;wg3;wg164;wg14;wg89;wg127;wg103;wg142;wg150;wg106","","True","","","","","","","",""
"1328","___","___","___","___","___","___","___","False","","","","","","","",""
"1329","___","___","___","___","___","___","___","False","","","","","","","",""
"1330","Гений Земли","","Святослав Логинов","7.12","47","wg1;wg3;wg48;wg51;wg69;wg70;wg212;wg150;wg106","","True","","","","","","","",""
"1331","Крылья","","Святослав Логинов","6.40","47","wg1;wg3;wg51;wg164;wg89;wg127;wg103;wg136;wg150;wg106","","True","","","","","","","",""
"1332","Зверь","","Святослав Логинов","7.31","54","wg1;wg3;wg69;wg70;wg77;wg89;wg127;wg103;wg115;wg150;wg106","","True","","","","","","","",""
"1333","Размышляющий","","Святослав Логинов","5.68","114","wg1;wg3;wg47;wg88;wg105;wg142;wg153;wg106","","True","","","","","","","",""
"1334","Щелкунчик","","Святослав Логинов","6.40","123","wg32;wg51;wg69;wg70;wg101;wg150;wg106","","True","","","","","","","",""
"1335","Вот в чём соль","","Святослав Логинов","6.46","146","wg32;wg48;wg69;wg77;wg105;wg150;wg106","","True","","","","","","","",""
"1336","Дом у дороги","","Святослав Логинов","7.12","211","wg19;wg31;wg164;wg69;wg70;wg105;wg150;wg106","","True","","","","","","","",""
"1337","Monstrum magnum","","Святослав Логинов","6.99","137","wg30;wg164;wg52;wg69;wg70;wg101;wg150;wg106","","True","","","","","","","",""
"1338","___","___","___","___","___","___","___","False","","","","","","","",""
"1339","Икар","","Святослав Логинов","6.64","67","wg1;wg3;wg164;wg47;wg69;wg70;wg102;wg150;wg106","","True","","","","","","","",""
"1340","Считая тайной","","Святослав Логинов","8.62","13","","","True","","","","","","","",""
"1341","Свечка","","Святослав Логинов","7.78","185","wg33;wg162;wg164;wg14;wg69;wg70;wg100;wg133;wg153;wg106","14430;7908","True","","","","","","","",""
"1342","Миракль рядового дня","","Святослав Логинов","7.72","199","wg1;wg3;wg13;wg14;wg164;wg40;wg177;wg42;wg69;wg71;wg193;wg96;wg102;wg136;wg171;wg106","2027;38502;450101","True","","","","","","","",""
"1343","Дачники","","Святослав Логинов","7.72","197","wg33;wg162;wg14;wg164;wg54;wg55;wg69;wg70;wg100;wg150;wg106","","True","","","","","","","",""
"1344","___","___","___","___","___","___","___","False","","","","","","","",""
"1345","___","___","___","___","___","___","___","False","","","","","","","",""
"1346","Денежная история","","Святослав Логинов","7.42","203","wg1;wg3;wg17;wg14;wg47;wg78;wg199;wg105;wg150;wg106","","True","","","","","","","",""
"1347","___","___","___","___","___","___","___","False","","","","","","","",""
"1348","Лёгкая работа","","Святослав Логинов","7.12","55","wg1;wg2;wg3;wg164;wg89;wg222;wg90;wg102;wg150;wg106","","True","","","","","","","",""
"1349","Острый сюжет","","Святослав Логинов","6.26","108","wg1;wg3;wg51;wg89;wg123;wg69;wg77;wg103;wg150;wg106","","True","","","","","","","",""
"1350","Цели прогресса","","Святослав Логинов","7.65","73","wg32;wg1;wg51;wg65;wg69;wg77;wg94;wg111;wg212;wg150;wg106","","True","","","","","","","",""
"1351","___","___","___","___","___","___","___","False","","","","","","","",""
"1352","Шишак","","Святослав Логинов","6.58","79","wg1;wg3;wg51;wg164;wg69;wg70;wg101;wg100;wg112;wg150","","True","","","","","","","",""
"1353","Миротворец","","Святослав Логинов","7.50","16","","","True","","","","","","","",""
"1354","Работник","","Святослав Логинов","6.74","121","wg1;wg3;wg51;wg69;wg77;wg101;wg136;wg150;wg106","","True","","","","","","","",""
"1355","Мёд жизни","","Святослав Логинов","7.64","148","wg19;wg21;wg52;wg47;wg164;wg69;wg70;wg88;wg105;wg100;wg113;wg106","5979","True","","","","","","","",""
"1356","___","___","___","___","___","___","___","False","","","","","","","",""
"1357","___","___","___","___","___","___","___","False","","","","","","","",""
"1358","Часы","","Святослав Логинов","7.03","161","wg1;wg3;wg164;wg51;wg69;wg70;wg100;wg150;wg106","","True","","","","","","","",""
"1359","___","___","___","___","___","___","___","False","","","","","","","",""
"1360","___","___","___","___","___","___","___","False","","","","","","","",""
"1361","___","___","___","___","___","___","___","False","","","","","","","",""
"1362","Сказочки для деточек","","Святослав Логинов","6.30","116","wg32;wg50;wg129;wg105;wg150;wg106","","True","","","","","","","",""
"1363","Оберег у Пустых холмов","","Святослав Логинов","7.53","159","wg19;wg21;wg47;wg164;wg88;wg105;wg140;wg150;wg106","","True","","","","","","","",""
"1364","___","___","___","___","___","___","___","False","","","","","","","",""
"1365","___","___","___","___","___","___","___","False","","","","","","","",""
"1366","Колодезь","","Святослав Логинов","8.48","829","wg37;wg40;wg177;wg41;wg43;wg52;wg47;wg164;wg69;wg70;wg201;wg184;wg72;wg99;wg112;wg150;wg106","184829;43123;18431;18430;59261;441","True","","","","","","","",""
"1367","Равен богу","","Святослав Логинов","7.24","139","wg1;wg3;wg164;wg40;wg177;wg42;wg69;wg71;wg190;wg98;wg153;wg106","","True","","","","","","","",""
"1368","Антиникотиновое","","Святослав Логинов","6.66","208","wg1;wg3;wg51;wg69;wg70;wg101;wg150;wg106","6853","True","","","","","","","",""
"1369","Жил-был...","","Святослав Логинов","7.30","122","wg1;wg3;wg51;wg69;wg70;wg100;wg212;wg150;wg106","","True","","","","","","","",""
"1370","Jus naturae","","Святослав Логинов","6.57","95","wg1;wg3;wg51;wg14;wg88;wg105;wg212;wg150;wg106","","True","","","","","","","",""
"1371","Моя Публичка","","Святослав Логинов","8.54","13","","","True","","","","","","","",""
"1372","Автопортрет","","Святослав Логинов","7.93","150","wg32;wg1;wg3;wg164;wg47;wg69;wg70;wg100;wg153;wg106","","True","","","","","","","",""
"1373","Фундамент","","Святослав Логинов","7.07","97","wg32;wg51;wg164;wg69;wg70;wg100;wg112;wg150;wg106","","True","","","","","","","",""
"1374","Чёрный смерч","","Святослав Логинов","7.54","573","wg19;wg21;wg52;wg69;wg77;wg94;wg113;wg165;wg150;wg106","","True","","","","","","","",""
"1375","___","___","___","___","___","___","___","False","","","","","","","",""
"1376","Земные пути","","Святослав Логинов","7.59","359","wg19;wg21;wg54;wg52;wg47;wg88;wg96;wg133;wg112;wg113;wg150;wg106","1160;272439;11024;10134;177064","True","","","","","","","",""
"1377","Живые души","","Святослав Логинов","7.22","166","wg33;wg162;wg40;wg177;wg47;wg69;wg70;wg101;wg175;wg150;wg106","","True","","","","","","","",""
"1378","___","___","___","___","___","___","___","False","","","","","","","",""
"1379","Картёжник","","Святослав Логинов","7.21","340","wg1;wg3;wg48;wg49;wg69;wg70;wg89;wg127;wg101;wg113;wg136;wg142;wg150;wg106","89207;116;35235","True","","","","","","","",""
"1380","___","___","___","___","___","___","___","False","","","","","","","",""
"1381","___","___","___","___","___","___","___","False","","","","","","","",""
"1382","Конан. Классическая сага","Conan. Classic Saga","Роберт И. Говард","8.15","382","wg19;wg21;wg52;wg88;wg95;wg111;wg150;wg106","35577;36432;2483;1853;2917;3378;10743;3972;19443;36449;36615","True","","","","","","","",""
"1383","___","___","___","___","___","___","___","False","","","","","","","",""
"1384","Феникс на мече","The Phoenix on the Sword","Роберт И. Говард","7.93","607","wg19;wg21;wg52;wg95;wg150;wg106","1813","True","","","","","","","",""
"1385","Алая цитадель","The Scarlet Citadel","Роберт И. Говард","8.01","619","wg19;wg21;wg52;wg95;wg111;wg150;wg106","226513;1400","True","","","","","","","",""
"1386","Башня Слона","The Tower of the Elephant","Роберт И. Говард","7.84","750","wg19;wg21;wg52;wg88;wg95;wg150;wg106","71234;13710","True","","","","","","","",""
"1387","Чёрный колосс","Black Colossus","Роберт И. Говард","7.70","448","wg19;wg21;wg52;wg95;wg150;wg106","","True","","","","","","","",""
"1388","Ползущая тень","Xuthal of the Dusk","Роберт И. Говард","7.69","483","wg19;wg21;wg52;wg95;wg150;wg106","1401","True","","","","","","","",""
"1389","Колодец чёрных демонов","The Pool of the Black One","Роберт И. Говард","7.64","407","wg19;wg21;wg52;wg95;wg150;wg106","","True","","","","","","","",""
"1390","Сплошь негодяи в доме","Rogues in the House","Роберт И. Говард","7.71","556","wg19;wg21;wg52;wg88;wg95;wg111;wg150;wg106","","True","","","","","","","",""
"1391","Дочь ледяного гиганта","The Frost Giant's Daughter","Роберт И. Говард","7.64","388","wg19;wg21;wg52;wg88;wg95;wg150;wg106","","True","","","","","","","",""
"1392","Тени в лунном свете","Shadows in the Moonlight","Роберт И. Говард","7.71","420","wg19;wg21;wg52;wg95;wg150;wg106","","True","","","","","","","",""
"1393","Королева Чёрного побережья","Queen of the Black Coast","Роберт И. Говард","7.99","619","wg19;wg21;wg52;wg95;wg150;wg106","1783;48574","True","","","","","","","",""
"1394","Люди Чёрного Круга","The People of the Black Circle","Роберт И. Говард","7.87","605","wg19;wg21;wg52;wg95;wg111;wg150;wg106","","True","","","","","","","",""
"1395","...И родится ведьма","A Witch Shall Be Born","Роберт И. Говард","8.02","539","wg19;wg21;wg52;wg95;wg150;wg106","15581;2985","True","","","","","","","",""
"1396","Сокровища Гвалура","The Servants of Bit-Yakin","Роберт И. Говард","7.58","424","wg19;wg21;wg52;wg88;wg95;wg111;wg150;wg106","","True","","","","","","","",""
"1397","За Чёрной рекой","Beyond the Black River","Роберт И. Говард","8.11","526","wg19;wg21;wg52;wg78;wg95;wg150;wg106","","True","","","","","","","",""
"1398","Железный демон","The Devil in Iron","Роберт И. Говард","7.55","510","wg19;wg21;wg52;wg95;wg111;wg150;wg106","","True","","","","","","","",""
"1399","Призраки Замбулы","The Man-Eaters of Zamboula","Роберт И. Говард","7.78","523","wg19;wg21;wg52;wg95;wg111;wg150;wg106","","True","","","","","","","",""
"1400","Час дракона","The Hour of the Dragon","Роберт И. Говард","8.34","717","wg19;wg21;wg52;wg88;wg95;wg111;wg150;wg106","58669;1693;1385;7846;3416","True","","","","","","","",""
"1401","Гвозди с красными шляпками","Red Nails","Роберт И. Говард","7.93","516","wg19;wg21;wg52;wg95;wg150;wg106","1388","True","","","","","","","",""
"1402","Бог из чаши","The God in the Bowl","Роберт И. Говард","7.55","328","wg19;wg21;wg52;wg88;wg95;wg111;wg150;wg106","161725","True","","","","","","","",""
"1403","Долина пропавших женщин","The Vale of Lost Women","Роберт И. Говард","7.49","354","wg19;wg21;wg52;wg88;wg95;wg150;wg106","","True","","","","","","","",""
"1404","Рыло во тьме","The Snout in the Dark","Роберт И. Говард","7.48","236","wg19;wg21;wg52;wg88;wg95;wg111;wg150;wg106","","True","","","","","","","",""
"1405","Сокровища Траникоса","The Treasure of Tranicos","Роберт И. Говард","7.51","252","wg19;wg21;wg52;wg88;wg95;wg111;wg150;wg106","180700;19563","True","","","","","","","",""
"1406","Барабаны Томбалку","Drums of Tombalku","Роберт И. Говард","7.37","225","wg19;wg21;wg52;wg78;wg95;wg111;wg150;wg106","","True","","","","","","","",""
"1407","Ястребы над Шемом","Hawks over Shem","Роберт И. Говард","7.62","192","wg19;wg21;wg52;wg88;wg78;wg218;wg95;wg111;wg150;wg106","","True","","","","","","","",""
"1408","Дорога орлов","The Road of the Eagles","Роберт И. Говард","7.62","154","wg19;wg21;wg52;wg78;wg88;wg95;wg111;wg150;wg106","","True","","","","","","","",""
"1409","___","___","___","___","___","___","___","False","","","","","","","",""
"1410","В зале мертвецов","The Hall of the Dead","Роберт И. Говард","7.47","336","wg19;wg21;wg52;wg88;wg95;wg111;wg150;wg106","","True","","","","","","","",""
"1411","Соломон Кейн","Solomon Kane","Роберт И. Говард","7.99","336","wg19;wg21;wg31;wg231;wg30;wg52;wg69;wg71;wg192;wg144;wg206;wg98;wg111;wg150;wg106","204782;140786;131216;544583;49979;310943;49058;12147;2921;11967","True","","","","","","","",""
"1412","___","___","___","___","___","___","___","False","","","","","","","",""
"1413","Возвращение Соломона Кейна","Solomon Kane's Homecoming","Роберт И. Говард","8.07","165","","","True","","","","","","","",""
"1414","Хозяин судьбы","Skull-Face","Роберт И. Говард","7.53","85","wg31;wg231;wg52;wg69;wg71;wg192;wg100;wg140;wg114;wg150;wg106","113082","True","","","","","","","",""
"1415","Чёрный человек","The Dark Man","Роберт И. Говард","7.54","242","wg19;wg21;wg52;wg69;wg71;wg192;wg96;wg111;wg150;wg106","1767;125219","True","","","","","","","",""
"1416","___","___","___","___","___","___","___","False","","","","","","","",""
"1417","Красные тени","Red Shadows","Роберт И. Говард","7.65","301","wg19;wg21;wg52;wg69;wg71;wg192;wg144;wg206;wg98;wg111;wg150;wg106","","True","","","","","","","",""
"1418","Волчья голова","Wolfshead","Роберт И. Говард","7.58","125","wg31;wg231;wg52;wg164;wg69;wg144;wg206;wg99;wg112;wg150;wg106","365851;63403","True","","","","","","","",""
"1419","Bran Mak Morn","","Роберт И. Говард","7.86","7","","","True","","","","","","","",""
"1420","Тигры морей","Tigers of the Sea","Роберт И. Говард","7.85","75","wg19;wg21;wg52;wg69;wg71;wg192;wg96;wg111;wg150;wg106","","True","","","","","","","",""
"1421","___","___","___","___","___","___","___","False","","","","","","","",""
"1422","Чёрный Канаан","Black Canaan","Роберт И. Говард","7.52","150","wg31;wg231;wg52;wg69;wg202;wg75;wg99;wg111;wg150;wg106","19561;1790;1762;161745","True","","","","","","","",""
"1423","Боги Бал-Сагота","The Gods of Bal-Sagoth","Роберт И. Говард","7.72","181","wg19;wg21;wg52;wg69;wg148;wg214;wg96;wg111;wg150;wg106","938499","True","","","","","","","",""
"1424","Повелитель мёртвых","Lord of the Dead","Роберт И. Говард","7.67","49","wg34;wg187;wg52;wg69;wg202;wg75;wg100;wg114;wg150;wg106","","True","","","","","","","",""
"1425","Cthulhu: The Mythos and Kindred Horrors","","Роберт И. Говард","7.27","11","","","True","","","","","","","",""
"1426","___","___","___","___","___","___","___","False","","","","","","","",""
"1427","___","___","___","___","___","___","___","False","","","","","","","",""
"1428","___","___","___","___","___","___","___","False","","","","","","","",""
"1429","___","___","___","___","___","___","___","False","","","","","","","",""
"1430","___","___","___","___","___","___","___","False","","","","","","","",""
"1431","___","___","___","___","___","___","___","False","","","","","","","",""
"1432","Сирены Титана","The Sirens of Titan","Курт Воннегут","8.21","1430","wg1;wg3;wg47;wg89;wg122;wg124;wg69;wg202;wg75;wg102;wg136;wg153;wg106","8351;2076;2094;48245;633950;111679","True","","","","","","","",""
"1433","___","___","___","___","___","___","___","False","","","","","","","",""
"1434","Мать Тьма","Mother Night","Курт Воннегут","8.52","493","wg160;wg164;wg69;wg202;wg75;wg71;wg100;wg223;wg153;wg224;wg106","103485;273659","True","","","","","","","",""
"1435","Колыбель для кошки","Cat's Cradle","Курт Воннегут","8.16","2217","wg1;wg16;wg3;wg47;wg69;wg202;wg75;wg100;wg212;wg153;wg224","596111;18413;2797;31541;8513;385368","True","","","","","","","",""
"1436","___","___","___","___","___","___","___","False","","","","","","","",""
"1437","___","___","___","___","___","___","___","False","","","","","","","",""
"1438","___","___","___","___","___","___","___","False","","","","","","","",""
"1439","Poems","","Роджер Желязны","7.91","11","","","True","","","","","","","",""
"1440","___","___","___","___","___","___","___","False","","","","","","","",""
"1441","Звёздный спидвей","Pitfall","Томас Уайлд","7.18","153","wg1;wg3;wg52;wg164;wg89;wg127;wg90;wg103;wg111;wg112;wg150;wg106","","True","","","","","","","",""
"1442","___","___","___","___","___","___","___","False","","","","","","","",""
"1443","___","___","___","___","___","___","___","False","","","","","","","",""
"1444","___","___","___","___","___","___","___","False","","","","","","","",""
"1445","___","___","___","___","___","___","___","False","","","","","","","",""
"1446","Свет Угрюмого","Dismal Light","Роджер Желязны","7.38","512","wg1;wg3;wg52;wg89;wg127;wg103;wg135;wg150;wg106","","True","","","","","","","",""
"1447","___","___","___","___","___","___","___","False","","","","","","","",""
"1448","___","___","___","___","___","___","___","False","","","","","","","",""
"1449","___","___","___","___","___","___","___","False","","","","","","","",""
"1450","___","___","___","___","___","___","___","False","","","","","","","",""
"1451","___","___","___","___","___","___","___","False","","","","","","","",""
"1452","___","___","___","___","___","___","___","False","","","","","","","",""
"1453","___","___","___","___","___","___","___","False","","","","","","","",""
"1454","___","___","___","___","___","___","___","False","","","","","","","",""
"1455","___","___","___","___","___","___","___","False","","","","","","","",""
"1456","___","___","___","___","___","___","___","False","","","","","","","",""
"1457","___","___","___","___","___","___","___","False","","","","","","","",""
"1458","___","___","___","___","___","___","___","False","","","","","","","",""
"1459","___","___","___","___","___","___","___","False","","","","","","","",""
"1460","___","___","___","___","___","___","___","False","","","","","","","",""
"1461","Мой пристрастный взгляд на особенности научной фантастики","Some Science Fiction Parameters: A Biased View","Роджер Желязны","7.54","151","","66499","True","","","","","","","",""
"1462","___","___","___","___","___","___","___","False","","","","","","","",""
"1463","___","___","___","___","___","___","___","False","","","","","","","",""
"1464","___","___","___","___","___","___","___","False","","","","","","","",""
"1465","___","___","___","___","___","___","___","False","","","","","","","",""
"1466","___","___","___","___","___","___","___","False","","","","","","","",""
"1467","___","___","___","___","___","___","___","False","","","","","","","",""
"1468","___","___","___","___","___","___","___","False","","","","","","","",""
"1469","___","___","___","___","___","___","___","False","","","","","","","",""
"1470","___","___","___","___","___","___","___","False","","","","","","","",""
"1471","___","___","___","___","___","___","___","False","","","","","","","",""
"1472","___","___","___","___","___","___","___","False","","","","","","","",""
"1473","___","___","___","___","___","___","___","False","","","","","","","",""
"1474","___","___","___","___","___","___","___","False","","","","","","","",""
"1475","___","___","___","___","___","___","___","False","","","","","","","",""
"1476","___","___","___","___","___","___","___","False","","","","","","","",""
"1477","Автодьявол","Devil Car","Роджер Желязны","7.48","734","wg1;wg3;wg15;wg52;wg164;wg69;wg202;wg75;wg102;wg137;wg150;wg106","307;327;83;1122","True","","","","","","","",""
"1478","___","___","___","___","___","___","___","False","","","","","","","",""
"1479","___","___","___","___","___","___","___","False","","","","","","","",""
"1480","___","___","___","___","___","___","___","False","","","","","","","",""
"1481","___","___","___","___","___","___","___","False","","","","","","","",""
"1482","___","___","___","___","___","___","___","False","","","","","","","",""
"1483","___","___","___","___","___","___","___","False","","","","","","","",""
"1484","___","___","___","___","___","___","___","False","","","","","","","",""
"1485","Девять звездолётов наготове","Nine Starships Waiting","Роджер Желязны","7.33","191","wg1;wg3;wg52;wg47;wg89;wg127;wg103;wg153;wg106","","True","","","","","","","",""
"1486","___","___","___","___","___","___","___","False","","","","","","","",""
"1487","___","___","___","___","___","___","___","False","","","","","","","",""
"1488","___","___","___","___","___","___","___","False","","","","","","","",""
"1489","Вариант Единорога","Unicorn Variation","Роджер Желязны","8.38","634","wg19;wg164;wg47;wg54;wg69;wg202;wg75;wg100;wg136;wg150;wg106","64523","True","","","","","","","",""
"1490","Синий Конь и Танцующие Горы","Blue Horse, Dancing Mountains","Роджер Желязны","7.92","757","wg19;wg21;wg20;wg52;wg91;wg105;wg150;wg106","","True","","","","","","","",""
"1491","Зеркальный Коридор","Hall of Mirrors","Роджер Желязны","8.12","765","wg19;wg21;wg20;wg52;wg68;wg91;wg105;wg150;wg106","","True","","","","","","","",""
"1492","Кстати, о Шнурке","Coming to a Cord","Роджер Желязны","8.01","744","wg19;wg21;wg20;wg52;wg91;wg105;wg150;wg106","","True","","","","","","","",""
"1493","Окутанка и Гизель","The Shroudling and the Guisel","Роджер Желязны","7.95","677","wg19;wg21;wg20;wg52;wg91;wg105;wg150;wg106","21906;3051","True","","","","","","","",""
"1494","Сказка торговца","The Salesman's Tale","Роджер Желязны","7.87","696","wg19;wg21;wg20;wg52;wg91;wg105;wg150;wg106","","True","","","","","","","",""
"1495","Калифрики — Властелин Нити","Kalifriki of the Thread","Роджер Желязны","7.47","295","wg19;wg24;wg52;wg88;wg105;wg111;wg150;wg106","","True","","","","","","","",""
