"book_id","book_title","book_original_title","book_author","book_score","book_score_count","book_genre_info","book_similar","book_id_exists","","","","","","","",""
4625,Сколько миль до Вавилона?,How Many Miles to Babylon?,Андрэ Нортон,7.10,10,,,True
4626,Табакерка мастера игрушек,The Toymaker's Snuffbox,Андрэ Нортон,6.67,9,,,True
4627,Сквозь игольное ушко,Through the Needle's Eye,Андрэ Нортон,6.78,9,,,True
4628,Гнев оборотня,Were-Wrath,Андрэ Нортон,7.43,89,wg19;wg21;wg52;wg91;wg105;wg133;wg150;wg106,,True
4629,By a Hair,,Андрэ Нортон,7.33,6,,,True
4630,Тихий,The Silent One,Андрэ Нортон,6.38,8,,,True
4631,___,___,___,___,___,___,___,False
4632,___,___,___,___,___,___,___,False
4633,Noble Warrior,,Андрэ Нортон,7.20,5,,,True
4634,Благородный Воин встречается с Призраком,Noble Warrior Meets With a Ghost,Андрэ Нортон,6.89,9,,,True
4635,Последнее заклинание,The Last Spell,Андрэ Нортон,7.00,8,,,True
4636,"Благородный Воин, Колесо фортуны","Noble Warrior, Teller of Fortunes",Андрэ Нортон,6.44,9,,,True
4637,Корона барда,Bard's Crown,Андрэ Нортон,7.00,9,,,True
4638,Каменные люди,Stonish Men,Андрэ Нортон,6.56,9,,,True
4639,Белые фиалки,White Violets,Андрэ Нортон,7.38,8,,,True
4640,Ravenmere,,Андрэ Нортон,6.60,5,,,True
4641,___,___,___,___,___,___,___,False
4642,Сказ о святом Иване-воине и разбойных казаках,,Андрей Белянин,5.63,187,wg32;wg52;wg69;wg70;wg150;wg106,,True
4643,Казак и ведьма,Другие названия: Как казак с ведьмой разбирался,Андрей Белянин,5.27,240,wg32;wg48;wg69;wg70;wg105;wg150;wg106,,True
4644,Как чёрт с казаком в шахматы играл,Другие названия: Как казак с чёртом в шахматы играл,Андрей Белянин,6.28,236,wg32;wg48;wg69;wg70;wg105;wg150;wg106,6441,True
4645,"Книга Дуба, Тиса, Ясеня и Рябины","Cycle of Oak, Yew, Ash, and Rowan",Андрэ Нортон,7.05,60,,,True
4646,Смерть или престол,To the King a Daughter,Андрэ Нортон,7.01,72,,,True
4647,Рыцарь или трус,Knight or Knave,Андрэ Нортон,6.83,67,,,True
4648,Корона или тьма,A Crown Disowned,Андрэ Нортон,6.65,55,,,True
4649,Dragon Blade,,Андрэ Нортон,8.46,13,,,True
4650,Вечный,,Роман Злотников,8.45,1449,wg1;wg4;wg13;wg3;wg52;wg64;wg14;wg89;wg127;wg90;wg103;wg115;wg140;wg112;wg133;wg142;wg136;wg111;wg171;wg106,124922,True
4651,Берсерки,                      Цикл                        ,Роман Злотников,8.01,1104,wg1;wg4;wg35;wg52;wg64;wg69;wg89;wg127;wg90;wg103;wg115;wg112;wg113;wg156;wg133;wg142;wg136;wg171;wg106,11431,True
4652,Бойцы с окраины галактики,Другие названия: Берсерки. Благородная ярость,Роман Злотников,7.93,1249,wg1;wg4;wg35;wg52;wg64;wg89;wg127;wg90;wg69;wg102;wg115;wg142;wg113;wg133;wg112;wg156;wg136;wg171;wg106,,True
4653,Грон,                      Цикл                        ,Роман Злотников,7.98,1363,wg1;wg3;wg35;wg52;wg91;wg69;wg70;wg101;wg138;wg113;wg112;wg150;wg106,10181;294331;7754;43012;24779;351853;44025;517771;207963;283718;294332;376604;516868;472180;533594;359131;738544;12551;783829,True
4654,Империя,                      Цикл                        ,Роман Злотников,8.16,1238,wg1;wg3;wg17;wg14;wg64;wg69;wg70;wg102;wg140;wg171;wg106,131943;575923,True
4655,Восставший из пепла,,Роман Злотников,8.39,1682,wg1;wg4;wg3;wg13;wg52;wg64;wg14;wg89;wg127;wg90;wg103;wg112;wg140;wg111;wg171;wg106,,True
4656,Охота на охотника,,Роман Злотников,7.68,878,wg1;wg35;wg52;wg89;wg127;wg90;wg103;wg111;wg136;wg156;wg153;wg106,172622,True
4657,Последний рейд,,Роман Злотников,8.19,1486,wg1;wg4;wg3;wg13;wg52;wg64;wg14;wg89;wg127;wg90;wg103;wg115;wg140;wg133;wg142;wg113;wg136;wg171;wg106,,True
4658,Арвендейл,,Роман Злотников,7.63,1456,wg19;wg21;wg52;wg88;wg105;wg112;wg111;wg153;wg106,4301,True
4659,Девять золотых нитей,Nine Threads of Gold,Андрэ Нортон,7.14,46,wg19;wg21;wg52;wg88;wg105;wg150;wg106,,True
4660,Дочь земли,Earthborne,Андрэ Нортон,7.00,82,wg19;wg21;wg52;wg91;wg105;wg150;wg106,,True
4661,Надежда Сокола,Falcon Hope,Полин М. Гриффин,7.66,61,wg19;wg21;wg52;wg91;wg105;wg111;wg112;wg150;wg106,,True
4662,Соколиная магия,Falcon Magic,Саша Миллер,7.32,68,wg19;wg21;wg52;wg91;wg105;wg111;wg106,,True
4663,Ключ от Кеплиан,The Key of Keplian,Андрэ Нортон,7.92,130,wg19;wg21;wg52;wg91;wg105;wg111;wg112;wg150;wg106,,True
4664,Магический камень,Magestone,Андрэ Нортон,7.77,112,wg19;wg21;wg52;wg91;wg105;wg111;wg106,,True
4665,Лес господина графа,,Святослав Логинов,7.91,204,wg19;wg21;wg52;wg88;wg96;wg112;wg150;wg106,,True
4666,Парусная птица,Другие названия: «Парусная птица»,Марина и Сергей Дяченко,7.76,286,wg1;wg3;wg164;wg69;wg70;wg101;wg150;wg106,537557,True
4667,Сумерки,Другие названия: Сумерки 2012,Дмитрий Глуховский,7.54,1437,wg1;wg3;wg52;wg47;wg40;wg177;wg42;wg180;wg69;wg70;wg202;wg74;wg101;wg98;wg176;wg165;wg171;wg106,43074;241822;5377;11464;474491;121266,True
4668,Рассказы о животных,,Дмитрий Глуховский,7.16,39,,,True
4669,Человек с ухмылкой на лице,Grinning Man,Орсон Скотт Кард,6.92,184,wg19;wg21;wg24;wg52;wg164;wg78;wg200;wg84;wg99;wg112;wg150;wg106,,True
4670,Игра Эндера,Ender's Game,Орсон Скотт Кард,8.43,5106,wg1;wg4;wg2;wg64;wg164;wg69;wg202;wg75;wg89;wg90;wg103;wg112;wg115;wg113;wg106,2796;698587;56652;5385;15912;188169;602234;299966;117849;29460;155273;7018;518126;4024;352027;443495;2619;759320;5826;174280;186648;299968;3650;5024;4836;155738;4351;493514;12475;64026,True
4671,"Голос Тех, Кого Нет",Speaker for the Dead,Орсон Скотт Кард,8.35,1862,wg1;wg3;wg4;wg47;wg40;wg177;wg42;wg164;wg89;wg127;wg103;wg142;wg136;wg106,5654;56652;2026;2160;66319;13109;17748;89;109334,True
4672,Эндер Виггин,Ender Wiggin,Орсон Скотт Кард,8.43,589,wg1;wg4;wg3;wg6;wg14;wg164;wg47;wg64;wg89;wg127;wg90;wg69;wg103;wg112;wg113;wg142;wg136;wg156;wg153;wg106,5139;23354;197995;43791;402472,True
4673,Ксеноцид,Xenocide,Орсон Скотт Кард,7.62,1013,wg1;wg3;wg164;wg40;wg177;wg42;wg46;wg47;wg14;wg89;wg127;wg90;wg103;wg142;wg156;wg137;wg136;wg171;wg106,,True
4674,Дети разума,Children of the Mind,Орсон Скотт Кард,7.34,614,wg1;wg3;wg4;wg47;wg118;wg40;wg177;wg42;wg164;wg89;wg127;wg90;wg103;wg142;wg137;wg113;wg136;wg156;wg171;wg106,,True
4675,___,___,___,___,___,___,___,False
4676,Тень Эндера,Ender's Shadow,Орсон Скотт Кард,8.12,847,wg1;wg4;wg3;wg164;wg64;wg14;wg69;wg71;wg89;wg90;wg128;wg103;wg112;wg113;wg115;wg153;wg106,4836,True
4677,Тень Гегемона,Shadow of the Hegemon,Орсон Скотт Кард,7.55,420,wg1;wg3;wg52;wg14;wg164;wg69;wg201;wg203;wg71;wg202;wg103;wg112;wg153;wg106,,True
4678,___,___,___,___,___,___,___,False
4679,Сказание о мастере Элвине,The Tales of Alvin Maker,Орсон Скотт Кард,7.91,99,wg19;wg21;wg164;wg52;wg14;wg78;wg200;wg84;wg99;wg112;wg111;wg176;wg171;wg153;wg106,,True
4680,Седьмой сын,Seventh Son,Орсон Скотт Кард,7.50,200,wg19;wg21;wg24;wg52;wg164;wg78;wg200;wg84;wg99;wg112;wg133;wg153;wg106,,True
4681,Краснокожий пророк,Red Prophet,Орсон Скотт Кард,7.67,132,wg19;wg21;wg52;wg40;wg54;wg62;wg164;wg78;wg200;wg84;wg99;wg112;wg176;wg111;wg171;wg108,,True
4682,Alvin Journeyman,,Орсон Скотт Кард,7.40,10,,,True
4683,___,___,___,___,___,___,___,False
4684,Heartfire,,Орсон Скотт Кард,9.00,8,,,True
4685,___,___,___,___,___,___,___,False
4686,Порт погибших кораблей,Port of the Dead Ship,Андрэ Нортон,7.37,109,wg19;wg21;wg52;wg91;wg105;wg111;wg150;wg106,,True
4687,Морская крепость,Seakeep,Полин М. Гриффин,7.51,60,wg19;wg21;wg52;wg91;wg111;wg165;wg150;wg106,,True
4688,Кредо,,Сергей Лукьяненко,7.59,752,wg1;wg3;wg34;wg52;wg164;wg78;wg79;wg101;wg175;wg153;wg106,25600;819;12101;19954;17145,True
4689,"Раз, два, три, четыре...",,Святослав Логинов,7.31,136,wg1;wg3;wg164;wg69;wg70;wg101;wg153;wg106,,True
4690,Изгнание,Exile,Мэри Х. Шауб,7.52,59,wg19;wg21;wg52;wg91;wg105;wg111;wg112;wg150;wg106,,True
4691,___,___,___,___,___,___,___,False
4692,Стража Колдовского мира,The Warding of Witch World,Андрэ Нортон,7.55,123,wg19;wg21;wg52;wg91;wg105;wg111;wg150;wg106,,True
4693,Ciara's Song,,Андрэ Нортон,7.65,17,,,True
4694,___,___,___,___,___,___,___,False
4695,___,___,___,___,___,___,___,False
4696,Академия. Основная трилогия,Foundation Trilogy,Айзек Азимов,8.87,411,wg1;wg2;wg4;wg14;wg52;wg89;wg127;wg90;wg103;wg212;wg150;wg106,602240;42506,True
4697,На что-то напрашиваетесь?,Looking for Something?,Фрэнк Герберт,6.52,58,wg1;wg3;wg164;wg51;wg69;wg202;wg75;wg100;wg142;wg136;wg171;wg106,,True
4698,Рулетка,Gambling Device,Фрэнк Герберт,6.75,64,wg1;wg3;wg164;wg69;wg202;wg75;wg102;wg137;wg150;wg106,,True
4699,Встреча в глухом уголке,Encounter in a Lonely Place,Фрэнк Герберт,6.75,65,wg1;wg3;wg164;wg69;wg202;wg75;wg100;wg133;wg153;wg106,,True
4700,Комитет всего,Committee of the Whole,Фрэнк Герберт,6.83,36,wg1;wg2;wg14;wg69;wg202;wg75;wg100;wg212;wg150;wg106,,True
4701,Операционный синдром,Operation Syndrome,Фрэнк Герберт,7.52,54,wg1;wg2;wg3;wg164;wg69;wg202;wg75;wg100;wg212;wg150;wg106,,True
4702,Эффект ГП,The GM Effect,Фрэнк Герберт,6.95,39,wg1;wg2;wg3;wg164;wg69;wg202;wg75;wg100;wg212;wg150;wg106,,True
4703,Исчезнувшие собаки,The Gone Dogs,Фрэнк Герберт,7.11,55,wg1;wg2;wg164;wg69;wg202;wg75;wg89;wg127;wg103;wg156;wg150;wg106,,True
4704,Старый блуждающий дом,Old Rambling House,Фрэнк Герберт,6.78,63,wg1;wg3;wg164;wg69;wg202;wg75;wg89;wg127;wg100;wg142;wg150;wg106,,True
4705,Оккупационные силы,Occupation Force,Фрэнк Герберт,7.12,79,wg1;wg3;wg51;wg69;wg202;wg75;wg102;wg136;wg115;wg150;wg106,,True
4706,Счастливое избавление,Escape Felicity,Фрэнк Герберт,7.28,56,wg1;wg2;wg164;wg51;wg89;wg127;wg90;wg103;wg136;wg142;wg150;wg106,,True
4707,Семена жизни,Seed Stock,Фрэнк Герберт,7.45,140,wg1;wg6;wg3;wg65;wg164;wg47;wg89;wg127;wg103;wg156;wg255;wg166;wg150;wg106,10389,True
4708,По книге,By the Book,Фрэнк Герберт,7.52,23,wg1;wg2;wg3;wg65;wg89;wg90;wg121;wg103;wg111;wg212;wg150;wg106,,True
4709,___,___,___,___,___,___,___,False
4710,Крысиные гонки,Rat Race,Фрэнк Герберт,6.85,26,wg1;wg3;wg164;wg69;wg202;wg75;wg100;wg115;wg150;wg106,,True
4711,Cease Fire,,Фрэнк Герберт,8.40,5,,,True
4712,Всё дело в постромках,A Matter of Traces,Фрэнк Герберт,8.08,12,,,True
4713,Egg and Ashes,,Фрэнк Герберт,8.00,5,,,True
4714,The Crystal City,,Орсон Скотт Кард,8.50,8,,,True
4715,Искупление Христофора Колумба,Pastwatch: The Redemption of Christopher Columbus,Орсон Скотт Кард,7.68,97,wg1;wg3;wg13;wg14;wg47;wg78;wg200;wg84;wg80;wg69;wg71;wg202;wg144;wg98;wg102;wg255;wg109;wg212;wg153;wg106,,True
4716,Фургон бродячих комедиантов,Pageant Wagon,Орсон Скотт Кард,6.51,41,wg1;wg15;wg164;wg69;wg202;wg75;wg102;wg112;wg150;wg106,,True
4717,___,___,___,___,___,___,___,False
4718,Театр Теней,Shadow Puppets,Орсон Скотт Кард,7.43,312,wg1;wg2;wg3;wg52;wg14;wg64;wg164;wg69;wg201;wg103;wg112;wg150;wg106,,True
4719,Хроники Вортинга,The Worthing Chronicle,Орсон Скотт Кард,7.71,186,wg1;wg3;wg164;wg47;wg14;wg89;wg127;wg103;wg112;wg153;wg106,,True
4720,Тень Великана,Shadow of the Giant,Орсон Скотт Кард,7.41,56,,,True
4721,Рука судьбы,Pawn of Prophecy,Дэвид Эддингс,7.51,252,wg19;wg20;wg26;wg52;wg88;wg96;wg111;wg114;wg112;wg153;wg106,,True
4722,Владычица магии,Queen of Sorcery,Дэвид Эддингс,7.69,216,wg19;wg20;wg26;wg52;wg88;wg96;wg111;wg114;wg112;wg153;wg106,,True
4723,Волшебный гамбит,Magician's Gambit,Дэвид Эддингс,7.67,201,wg19;wg20;wg26;wg52;wg88;wg96;wg111;wg114;wg112;wg153;wg106,,True
4724,Обитель чародеев,Castle of Wizardry,Дэвид Эддингс,7.68,199,wg19;wg20;wg26;wg52;wg88;wg96;wg111;wg114;wg112;wg153;wg106,,True
4725,Последняя игра,Enchanter's End Game,Дэвид Эддингс,7.74,195,wg19;wg20;wg26;wg52;wg88;wg96;wg111;wg114;wg112;wg171;wg106,,True
4726,Часовые Запада,Guardians of the West,Дэвид Эддингс,7.32,138,wg19;wg20;wg26;wg21;wg52;wg88;wg96;wg111;wg114;wg153;wg106,,True
4727,Властелин мургов,King of the Murgos,Дэвид Эддингс,7.23,132,wg19;wg26;wg20;wg21;wg52;wg88;wg96;wg111;wg114;wg153;wg106,,True
4728,Повелитель демонов из Каранды,The Demon Lord of Karanda,Дэвид Эддингс,7.29,127,wg19;wg20;wg26;wg21;wg52;wg88;wg96;wg111;wg114;wg153;wg106,,True
4729,Колдунья из Даршивы,The Sorceress of Darshiva,Дэвид Эддингс,7.40,123,wg19;wg26;wg20;wg21;wg52;wg88;wg96;wg114;wg111;wg153;wg106,,True
4730,Келльская пророчица,The Seeress of Kell,Дэвид Эддингс,7.32,123,wg19;wg20;wg26;wg21;wg52;wg88;wg96;wg111;wg114;wg153;wg106,,True
4731,Belgarath the Sorcerer,,Дэвид Эддингс,7.81,16,,,True
4732,Polgara the Sorceress,,Дэвид Эддингс,7.69,16,,,True
4733,The Rivan Codex,,Дэвид Эддингс,7.59,17,,,True
4734,Алмазный трон,The Diamond Throne,Дэвид Эддингс,7.54,340,wg19;wg21;wg20;wg26;wg52;wg68;wg88;wg105;wg111;wg113;wg114;wg150;wg106,3585;426460;3588,True
4735,Рубиновый рыцарь,The Ruby knight,Дэвид Эддингс,7.63,308,wg19;wg21;wg20;wg26;wg52;wg68;wg88;wg105;wg111;wg113;wg114;wg150;wg106,,True
4736,Сапфирная роза,The Sapphire Rose,Дэвид Эддингс,7.61,297,wg19;wg21;wg20;wg26;wg52;wg68;wg88;wg105;wg111;wg113;wg114;wg150;wg106,,True
4737,Огненные купола,Domes of Fire,Дэвид Эддингс,7.49,166,wg19;wg21;wg52;wg88;wg96;wg111;wg113;wg171;wg106,,True
4738,Сияющая цитадель,The Shining Ones,Дэвид Эддингс,7.45,162,wg19;wg21;wg20;wg52;wg68;wg88;wg96;wg105;wg111;wg113;wg171;wg106,,True
4739,Потаённый город,The Hidden City,Дэвид Эддингс,7.56,161,wg19;wg21;wg20;wg52;wg68;wg88;wg105;wg111;wg113;wg171;wg106,,True
4740,Вор и Книга Демона,The Redemption of Althalus,Дэвид Эддингс,6.50,105,wg19;wg21;wg52;wg88;wg105;wg111;wg112;wg113;wg171;wg106,,True
4741,Белгариад,Belgariad,Дэвид Эддингс,7.71,217,wg19;wg20;wg26;wg52;wg88;wg96;wg111;wg114;wg112;wg106,1693;2699;4824;4959;3579,True
4742,Маллореон,Malloreon,Дэвид Эддингс,7.48,140,wg19;wg20;wg26;wg21;wg52;wg88;wg96;wg111;wg114;wg153;wg106,,True
4743,Хроники Элении,The Elenium,Дэвид Эддингс,7.61,305,wg19;wg21;wg20;wg26;wg52;wg68;wg88;wg105;wg111;wg113;wg114;wg150;wg106,3579;3580;3582;36564,True
4744,Тамул,Tamuli,Дэвид Эддингс,7.57,160,wg19;wg20;wg21;wg52;wg68;wg88;wg105;wg111;wg113;wg171;wg106,,True
4745,Наработка на отказ,,Александр Громов,7.33,557,wg1;wg6;wg3;wg52;wg89;wg127;wg103;wg136;wg150;wg106,,True
4746,Мягкая посадка,,Александр Громов,8.05,107,,,True
4747,Властелин пустоты,,Александр Громов,7.51,360,wg1;wg6;wg2;wg18;wg3;wg15;wg14;wg64;wg47;wg65;wg89;wg127;wg90;wg103;wg104;wg113;wg135;wg156;wg106,7582;4752,True
4748,Менуэт святого Витта,,Александр Громов,7.81,352,wg1;wg3;wg6;wg2;wg14;wg164;wg52;wg89;wg127;wg103;wg156;wg155;wg171;wg106,1223;85390;12011;49079,True
4749,Год Лемминга,,Александр Громов,7.91,746,wg1;wg16;wg2;wg14;wg164;wg52;wg69;wg70;wg102;wg113;wg112;wg153;wg106,10140;3003;559;1052;6437;657769;731113;678789,True
4750,Ватерлиния,,Александр Громов,7.43,473,wg1;wg6;wg3;wg52;wg14;wg64;wg89;wg127;wg103;wg150;wg106,,True
4751,"Шаг влево, шаг вправо",,Александр Громов,7.51,387,wg1;wg2;wg3;wg52;wg47;wg69;wg70;wg102;wg136;wg150;wg106,134338;23432;4775;443198;443199,True
4752,Запретный мир,,Александр Громов,7.11,417,wg1;wg3;wg52;wg14;wg91;wg69;wg70;wg101;wg150;wg106,4747,True
4753,Тысяча и один день,,Александр Громов,7.52,589,wg1;wg3;wg14;wg164;wg69;wg102;wg156;wg112;wg153;wg106,127346,True
4754,Крылья черепахи,,Александр Громов,7.41,455,wg1;wg16;wg164;wg14;wg69;wg70;wg101;wg165;wg155;wg150;wg106,568,True
4755,___,___,___,___,___,___,___,False
4756,Первый из могикан,,Александр Громов,7.52,499,wg1;wg3;wg14;wg164;wg69;wg102;wg156;wg112;wg153;wg106,1260,True
4757,Антарктида online,,Александр Громов,7.27,642,wg1;wg3;wg2;wg52;wg14;wg48;wg69;wg143;wg148;wg101;wg165;wg150;wg106,95978;2802;69318;812470,True
4758,"Такой же, как вы",,Александр Громов,7.58,147,wg1;wg3;wg14;wg164;wg89;wg127;wg103;wg139;wg153;wg106,6037,True
4759,Вычислитель,,Александр Громов,8.25,1517,wg1;wg3;wg52;wg164;wg89;wg127;wg103;wg111;wg150;wg106,19143;2434;1281;12012;13713;313;228477;214574;47015;10542,True
4760,Погоня за хвостом,,Александр Громов,7.36,307,wg1;wg3;wg15;wg2;wg52;wg164;wg89;wg127;wg103;wg115;wg113;wg150;wg106,,True
4761,Корабельный секретарь,,Александр Громов,7.33,343,wg1;wg3;wg52;wg89;wg127;wg90;wg69;wg70;wg103;wg111;wg112;wg150;wg106,,True
4762,Текодонт,,Александр Громов,7.58,209,wg1;wg3;wg164;wg52;wg89;wg127;wg103;wg112;wg153;wg106,4583;358327;66439,True
4763,Вопрос права,,Александр Громов,7.23,172,wg1;wg3;wg164;wg14;wg89;wg127;wg90;wg103;wg155;wg153;wg106,,True
4764,Всяк сверчок,Другие названия: Всяк сверчок...,Александр Громов,7.23,139,wg1;wg4;wg52;wg50;wg89;wg127;wg129;wg105;wg133;wg106,1907,True
4765,Быль о маленьком звездолёте,,Александр Громов,6.88,151,wg1;wg3;wg51;wg69;wg105;wg150;wg106,,True
4766,Идеальная кандидатура,,Александр Громов,7.41,105,wg1;wg3;wg164;wg48;wg69;wg77;wg103;wg150;wg106,,True
4767,Дарю тебе звезду,,Александр Громов,7.42,272,wg1;wg3;wg48;wg52;wg89;wg127;wg103;wg142;wg136;wg150;wg106,,True
4768,Багровые пятна,,Александр Громов,7.29,110,wg37;wg14;wg69;wg77;wg94;wg112;wg150;wg106,,True
4769,Счастливая звезда Агафокла-младшего,Другие названия: Счастливая звезда,Александр Громов,7.32,121,wg1;wg3;wg164;wg47;wg69;wg71;wg190;wg95;wg150;wg106,,True
4770,Уступчивые,Другие названия: Не ложись на краю!,Александр Громов,7.68,241,wg1;wg3;wg14;wg164;wg52;wg89;wg127;wg103;wg112;wg150;wg106,19123,True
4771,"Я, Камень",,Александр Громов,7.26,151,wg19;wg21;wg50;wg88;wg105;wg111;wg150;wg106,,True
4772,Двое на карусели,,Александр Громов,7.53,114,wg1;wg15;wg164;wg14;wg52;wg69;wg77;wg103;wg137;wg150;wg106,63488;19695,True
4773,Секундант,,Александр Громов,7.34,254,wg1;wg3;wg51;wg89;wg127;wg103;wg136;wg150;wg106,,True
4774,Глина господа бога,,Александр Громов,7.53,191,wg1;wg3;wg51;wg14;wg69;wg94;wg93;wg95;wg96;wg100;wg99;wg101;wg140;wg150;wg106,,True
4775,Быть проще,,Александр Громов,7.52,146,wg1;wg3;wg52;wg164;wg69;wg71;wg189;wg103;wg111;wg150;wg106,15882;4751,True
4776,Вдруг откуда-то летит...,,Александр Громов,6.74,117,wg1;wg4;wg64;wg49;wg89;wg90;wg103;wg150;wg106,,True
4777,Сила трения качения,,Александр Громов,7.63,179,wg1;wg2;wg52;wg164;wg89;wg127;wg103;wg111;wg150;wg106,,True
4778,"Толстый, ленивый, смертельно опасный","Другие названия: Толстый, ленивый, опасный",Александр Громов,7.10,197,wg1;wg3;wg164;wg69;wg70;wg101;wg156;wg150;wg106,,True
4779,Всем поровну,,Александр Громов,7.33,199,wg1;wg3;wg14;wg164;wg69;wg70;wg101;wg156;wg138;wg150;wg106,52178,True
4780,На крыльях магии,On Wings of Magic,Андрэ Нортон,7.32,84,,,True
4781,___,___,___,___,___,___,___,False
4782,Сага о Вортинге,The Worthing Saga,Орсон Скотт Кард,7.73,84,wg1;wg3;wg164;wg47;wg89;wg127;wg90;wg103;wg112;wg133;wg140;wg153;wg106,1052,True
4783,Капитолий,Tales of Capitol,Орсон Скотт Кард,7.85,78,,,True
4784,Hot Sleep: The Worthing Chronicle,,Орсон Скотт Кард,9.00,1,,,True
4785,___,___,___,___,___,___,___,False
4786,___,___,___,___,___,___,___,False
4787,Изменившийся и Король Слов,The Changed Man and the King of Words,Орсон Скотт Кард,7.39,79,wg160;wg164;wg47;wg69;wg202;wg75;wg100;wg112;wg150;wg108,,True
4788,___,___,___,___,___,___,___,False
4789,___,___,___,___,___,___,___,False
4790,___,___,___,___,___,___,___,False
4791,The Priests of Psi,,Фрэнк Герберт,8.75,4,,,True
4792,Try to Remember,,Фрэнк Герберт,8.00,3,,,True
4793,The Primitives,,Фрэнк Герберт,8.00,4,,,True
4794,The Being Machine,Другие названия: The Mind Bomb,Фрэнк Герберт,8.00,3,,,True
4795,Murder Will In,,Фрэнк Герберт,8.40,5,,,True
4796,Death of a City,,Фрэнк Герберт,7.67,3,,,True
4797,Пустышка,The Nothing,Фрэнк Герберт,7.27,33,wg1;wg3;wg164;wg69;wg77;wg103;wg133;wg150;wg106,,True
4798,Пассаж для фортепиано,Passage for Piano,Фрэнк Герберт,7.79,28,wg1;wg3;wg164;wg14;wg69;wg202;wg75;wg103;wg150;wg106,,True
4799,Frogs and Scientists,,Фрэнк Герберт,7.80,5,,,True
4800,Pack Rat Planet,,Фрэнк Герберт,7.50,8,,4530;9053,True
4801,You Take the High Road,,Фрэнк Герберт,7.50,4,,,True
4802,Missing Link,,Фрэнк Герберт,7.40,5,,,True
4803,Operation Haystack,,Фрэнк Герберт,8.00,4,,,True
4804,Haiku,,Фрэнк Герберт,8.00,5,,,True
4805,The Mary Celeste Move,,Фрэнк Герберт,8.67,3,,,True
4806,___,___,___,___,___,___,___,False
4807,Дружеский визит,Come to the Party,Фрэнк Герберт,7.48,35,wg1;wg3;wg164;wg89;wg127;wg103;wg136;wg142;wg150;wg106,,True
4808,Songs of a Sentient Flute,,Фрэнк Герберт,7.33,3,,,True
4809,Век безумия,Age of Unreason,Грегори Киз,7.54,100,wg19;wg24;wg1;wg52;wg78;wg80;wg197;wg200;wg84;wg79;wg99;wg112;wg113;wg212;wg171;wg106,,True
4810,Пушка Ньютона,Newton's Cannon,Грегори Киз,7.49,256,wg1;wg3;wg52;wg14;wg78;wg80;wg197;wg200;wg84;wg99;wg112;wg212;wg171;wg106,35493,True
4811,Исчисление ангелов,A Calculus of Angels,Грегори Киз,7.41,131,wg19;wg24;wg52;wg14;wg64;wg78;wg80;wg197;wg200;wg84;wg151;wg99;wg112;wg165;wg111;wg171;wg106,,True
4812,Империя хаоса,Empire of Unreason,Грегори Киз,7.35,96,wg19;wg24;wg1;wg52;wg64;wg78;wg200;wg84;wg79;wg80;wg99;wg113;wg112;wg111;wg171;wg106,,True
4813,Тени Бога,The Shadows of God,Грегори Киз,7.34,87,wg19;wg24;wg52;wg64;wg78;wg200;wg84;wg99;wg113;wg212;wg171;wg106,,True
4814,Королевства Костей и Терний,Kingdoms of Thorn and Bone,Грегори Киз,7.87,279,wg19;wg20;wg21;wg52;wg68;wg88;wg96;wg114;wg111;wg113;wg171;wg106,188169;4133;25709;224234;40684;41598,True
4815,Терновый Король,The Briar King,Грегори Киз,7.70,547,wg19;wg20;wg21;wg52;wg68;wg88;wg114;wg171;wg106,7455;919363,True
4816,Полная Боевая Готовность,"A-W-F, Unlimited",Фрэнк Герберт,7.26,57,wg1;wg3;wg65;wg164;wg69;wg202;wg75;wg102;wg112;wg150;wg106,,True
4817,"Хвосттрубой, или Приключения молодого кота",Tailchaser's Song,Тэд Уильямс,8.12,210,wg19;wg28;wg52;wg54;wg226;wg69;wg77;wg105;wg111;wg114;wg113;wg112;wg150;wg106,37490;249322;103885;31324,True
4818,Homecoming,                      Цикл                        ,Орсон Скотт Кард,5.67,3,,,True
4819,The Memory of Earth,,Орсон Скотт Кард,6.71,7,,,True
4820,The Call of Earth,,Орсон Скотт Кард,5.83,6,,,True
4821,The Ships of Earth,,Орсон Скотт Кард,6.50,6,,,True
4822,Earthfall,,Орсон Скотт Кард,6.25,4,,,True
4823,Earthborn,,Орсон Скотт Кард,6.75,4,,,True
4824,Орден Манускрипта,"Memory, Sorrow and Thorn",Тэд Уильямс,8.08,724,wg19;wg20;wg21;wg26;wg52;wg68;wg88;wg96;wg105;wg111;wg112;wg113;wg114;wg171;wg106,1693;4133;2699;188169;2959;3189;3190;3607;67754;125588;25709;4741;81845;34800;36472;41598,True
4825,Трон из костей дракона,The Dragonbone Chair,Тэд Уильямс,7.78,914,wg19;wg20;wg21;wg26;wg52;wg68;wg88;wg105;wg96;wg111;wg112;wg114;wg113;wg171;wg106,1693;4078;2689;42157;3189;36473;1667;3608;45929;3191,True
4826,Скала Прощания,The Stone of Farewell,Тэд Уильямс,8.06,693,wg19;wg20;wg21;wg52;wg68;wg88;wg105;wg111;wg112;wg113;wg114;wg171;wg106,4079;1693;4081,True
4827,Башня Зелёного Ангела,To Green Angel Tower,Тэд Уильямс,8.15,633,wg19;wg20;wg21;wg26;wg52;wg88;wg105;wg111;wg112;wg113;wg114;wg171;wg106,1669;4080;135698,True
